Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"N Malik","An intelligent framework for computer-aided automation and optimization of Light-Frame Building manufacturing process",2019,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/8770771e-4874-4b0b-a204-7712d8665332","",98,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,1,4,"… for dynamically reallocating component cutting waste, tool-… CSP optimization can be adopted to minimize material waste … an effective method of waste minimization (Tam et al. 2005; Tam …","https://era.library.ualberta.ca/items/8770771e-4874-4b0b-a204-7712d8665332/download/59b6db55-9adf-4301-98b5-4d4d85211d00","https://scholar.google.com/scholar?q=related:QOTTtD9VIOQJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
43,"Y Cui, C Zhong, Y Yao","Pattern-set generation algorithm for the one-dimensional cutting stock problem with setup cost",2015,"European Journal of Operational Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221714010169","https://scholar.google.com/scholar?cites=2377542022055154269&as_sdt=2005&sciodt=2007&hl=en",99,"2023-05-11 11:55:16","","","","",,,,,43,5.38,14,3,8,"… The primary objective in the CSP is to minimize material cost. … A heuristic is presented in this paper for the CSP with pattern … the items and takes surplus as waste. Their approach and the …","","https://scholar.google.com/scholar?q=related:XVIpT9-5_iAJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
1,"S Altın, T Aydilek, U Şirvan, D Kesikburun…","Three Dimensional Cutting Stock Problem in Mattress Production: A Case Study",2019,"Proceedings of the …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-92267-6_76","https://scholar.google.com/scholar?cites=12166068504721991330&as_sdt=2005&sciodt=2007&hl=en",100,"2023-05-11 11:55:16","","10.1007/978-3-319-92267-6_76","","",,,,,1,0.25,0,5,4,"… The aim is to minimize total waste in cutting operations. … to solve cutting stock problems, however they require “cutting … for CSP depending on the branch &bound and branch &cut …","https://www.researchgate.net/profile/Damla-Yueksel-3/publication/327042019_Three_Dimensional_Cutting_Stock_Problem_in_Mattress_Production_A_Case_Study/links/5d67bf0fa6fdccf343fc4f62/Three-Dimensional-Cutting-Stock-Problem-in-Mattress-Production-A-Case-Study.pdf","https://scholar.google.com/scholar?q=related:oqYFsdiO1qgJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"LM Pierini, KC Poldi","An analysis of the integrated lot-sizing and cutting-stock problem formulation",2021,"Applied Mathematical Modelling","Elsevier","https://www.sciencedirect.com/science/article/pii/S0307904X21002912","https://scholar.google.com/scholar?cites=2667276822079288133&as_sdt=2005&sciodt=2007&hl=en",101,"2023-05-11 11:55:16","","","","",,,,,2,1.00,1,2,2,"… In addition to the waste and setup minimization, it is relevant to minimize … to minimize setup, inventory and production costs. The CSP specifies the number of reels that will be cut into …","","https://scholar.google.com/scholar?q=related:RTOrSSMSBCUJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
26,"H Li, J Li, W Yao, S Nazarian, X Lin…","Fast and energy-aware resource provisioning and task scheduling for cloud systems",2017,"2017 18th international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7918312/?casa_token=DbscMEB7b3cAAAAA:Gyt3uarV1o6uAnoNMRuVdBtCke5vpEC3HC9I1y8becQnW4iEcHfv2r31AZMEpy3hrJF9rArsFktVSQ","https://scholar.google.com/scholar?cites=6478915417492039552&as_sdt=2005&sciodt=2007&hl=en",102,"2023-05-11 11:55:16","","","","",,,,,26,4.33,4,6,6,"… Then according to user workload requests, the CSP starts … minimizing the energy consumption. For VM allocations, a pay-per-use economic model is adopted which can avoid wasting …","https://ieeexplore.ieee.org/iel7/7910185/7918273/07918312.pdf?casa_token=T-HgcqrgZFMAAAAA:ygpH4CnnHPAPXGtOu5NKiUWPmDP5OQWfIfOc_5cj3fLnIjlIPdhb3RlyX91GqLWYV3xVrLLcY_lkyQ","https://scholar.google.com/scholar?q=related:gCdq1T676VkJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"K Ren, L Jia, J Huang, M Wu","Research on cutting stock optimization of rebar engineering based on building information modeling and an improved particle swarm optimization algorithm",2023,"Developments in the Built Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666165923000030","",103,"2023-05-11 11:55:16","HTML","","","",,,,,0,0.00,0,4,1,"… -cutting scheme to reduce the material waste in the rebar-… -stage systematic framework to minimize the loss of rebars by … to the PSO for the 1D-CSP. The essence of the greedy strategy is …","https://www.sciencedirect.com/science/article/pii/S2666165923000030","https://scholar.google.com/scholar?q=related:1dh_B4wOqcIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"X Hao, C Liu, M Liu, C Zhang, L Zheng","Solving a real-world large-scale cutting stock problem: A clustering-assignment-based model",2022,"IISE Transactions","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/24725854.2022.2133196","",104,"2023-05-11 11:55:16","","10.1080/24725854.2022.2133196","","",,,,,0,0.00,0,5,1,"… and cutting waste by 4.97%, compared with factory’s method. … That is, we aim to minimize board consumption and plate … according to the formulation method of CSP. In each part, we …","https://www.researchgate.net/profile/Liu-Changchun/publication/364217263_Solving_a_Real-world_Large-scale_Cutting_Stock_Problem_A_Clustering-assignment-based_Model/links/63436ef9ff870c55ce12c34a/Solving-a-Real-world-Large-scale-Cutting-Stock-Problem-A-Clustering-assignment-based-Model.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","https://scholar.google.com/scholar?q=related:OyWNoZyrIO8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"W Hartono, S Sugiyarto, S Marwoto…","Computer Program for Reinforced Concrete Bar Bending Schedulling to Increase Efficiency of Reinforcement",2016,"Applied Mechanics and …","Trans Tech Publ","https://www.scientific.net/AMM.845.332","",105,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,4,7,"… to minimize any waste of steel. In Surakarta, In Surakarta, the Contractor is not planning a reinforcing steel cutting… The proposed new method used to issue the CSP on a wooden cutting …","https://www.scientific.net/AMM.845.332.pdf?casa_token=pKFTqFMPoP4AAAAA:0CAAaVs28CfZwxze2CeKOHe_ADyk-AZJceMFkwsPmVokGSScc2KNbQuFmyJMS97ThbypNsEk9l4","https://scholar.google.com/scholar?q=related:7_jbDO_0y9wJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"MSMM Alruwaijeh","Control and Management of Reinforcement Steel Leftovers (Case Study In Kingdom Of Bahrain Industry)",2017,"","iu.edu.jo","https://www.iu.edu.jo/files/thesis/2017/66954.pdf","",106,"2023-05-11 11:55:16","PDF","","","",,,,,0,0.00,0,1,6,"… A cutting stock problem is one of the main and classical … and test a system to minimize the waste, maximize the revenue … an optimum solution that leads to minimize losses, but to have …","https://www.iu.edu.jo/files/thesis/2017/66954.pdf","https://scholar.google.com/scholar?q=related:D7C8XACg4NEJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
3,"A Awais, A Naveed","Width-packing heuristic for grouping in two-dimensional irregular shapes cutting stock problem",2015,"Arabian Journal for Science and Engineering","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s13369-014-1546-0&casa_token=OaIn-6IblRIAAAAA:qINAjIBE5R6NijWykOe5kKQRxOx8eNe94RuNMqgn1ERH9Tpz6k-HYopkpkd_tkPNhJYfA_usNR0nzRkhbw","https://scholar.google.com/scholar?cites=7570794765643125102&as_sdt=2005&sciodt=2007&hl=en",107,"2023-05-11 11:55:16","","10.1007/s13369-014-1546-0","","",,,,,3,0.38,2,2,8,"… Abstract This paper investigates cutting stock problem with … the objective of minimizing the stock sheet wastage. The research is … In this section, the literature on regular shapes CSP is dis…","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s13369-014-1546-0.pdf&casa_token=of9klm0V-mIAAAAA:oIoibHMHjE3vWZ4fHmCzeqRwXXRmbRMHoWUxuj2fy_L2XXxM1FfL3OnxC7SRcoj8laPqPIRgsDsmHZcbLg","https://scholar.google.com/scholar?q=related:bpGLQbrdEGkJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"FK Lemos, AC Cherri, SA de Araujo…","Minimizing saw cycles on the cutting stock problem with processing times depending on the cutting pattern",2022,"Journal of the …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/01605682.2022.2081520","",108,"2023-05-11 11:55:16","","10.1080/01605682.2022.2081520","","",,,,,0,0.00,0,4,1,"… CSP assumes that objects are cut one by one in the production process. Nevertheless, some machines allow cutting … stock problem, it is possible to achieve a lower waste of raw material…","https://www.tandfonline.com/doi/pdf/10.1080/01605682.2022.2081520","https://scholar.google.com/scholar?q=related:qNUhCGK2LSMJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
1,"JCR Noriega, JR Coronado-Hernández…","Waste reduction in Rectangular Figure Cutting using a Genetic Algorithm",2016,"Ciencia y tecnología de …","shipjournal.co","http://shipjournal.co/index.php/sst/article/view/138","https://scholar.google.com/scholar?cites=2987917826358552852&as_sdt=2005&sciodt=2007&hl=en",109,"2023-05-11 11:55:16","","","","",,,,,1,0.14,0,3,7,"… ) to minimize the waste produced during the cutting process of … was a reduction of the waste as a result of the decrease in … ); two dimensional cutting stock problem (2D-CSP); and two-…","https://shipjournal.co/index.php/sst/article/download/138/394","https://scholar.google.com/scholar?q=related:FKkosm43dykJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
32,"DA Wuttke, HS Heese","Two-dimensional cutting stock problem with sequence dependent setup times",2018,"European Journal of Operational Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S037722171730663X","https://scholar.google.com/scholar?cites=848125687974496658&as_sdt=2005&sciodt=2007&hl=en",110,"2023-05-11 11:55:16","","","","",,,,,32,6.40,16,2,5,"… , the issue is relevant and has been studied under the objective of waste minimization. … the two-dimensional CSP with sequence dependent setup times and tolerances to minimize total …","","https://scholar.google.com/scholar?q=related:koma1NElxQsJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"AC Cherri, LH Cherri, BB Oliveira, JF Oliveira…","A stochastic programming approach to the cutting stock problem with usable leftovers",2023,"European Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221722008682","",111,"2023-05-11 11:55:16","HTML","","","",,,,,0,0.00,0,5,1,"… In the CSP, a set of demanded items must be produced by cutting objects in … the CSP, the demand and the objects in stock are known. The demand must be met while minimizing waste …","https://www.sciencedirect.com/science/article/pii/S0377221722008682","https://scholar.google.com/scholar?q=related:F0me2d5Ikk8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
12,"S Kim, SA Kim","Framework for designing sustainable structures through steel beam reuse",2020,"Sustainability","mdpi.com","https://www.mdpi.com/890564","https://scholar.google.com/scholar?cites=753260877841988436&as_sdt=2005&sciodt=2007&hl=en",112,"2023-05-11 11:55:16","","","","",,,,,12,4.00,6,2,3,"… minimizing the amount of newly produced materials. The case of … However, implementing an algorithm to solve the CSP was … cutting patterns and plans with the least material waste are …","https://www.mdpi.com/2071-1050/12/22/9494/pdf","https://scholar.google.com/scholar?q=related:VHv4BscedAoJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
5,"P Wattanasiriseth, A Krairit","An application of cutting-stock problem in green manufacturing: a case study of wooden pallet industry",2019,"IOP Conference Series: Materials …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1757-899X/530/1/012005/meta","https://scholar.google.com/scholar?cites=18275556063378932560&as_sdt=2005&sciodt=2007&hl=en",113,"2023-05-11 11:55:16","","10.1088/1757-899X/530/1/012005","","",,,,,5,1.25,3,2,4,"… Cutting-Stock Problem (CSP) is wildly used to solve this type of … the optimal cutting pattern to minimize the material waste while … cutting is to minimize material waste (off-cuts), the cutting …","https://iopscience.iop.org/article/10.1088/1757-899X/530/1/012005/pdf","https://scholar.google.com/scholar?q=related:UANwXmnRn_0J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"DKS Sampathi, Z Wang…","A Mixed-Integer Linear Programming Method for A Twodimensional Material Slitting Problem",2022,"IIE Annual Conference …","search.proquest.com","https://search.proquest.com/openview/a51e212bc6a1101fa5f851c978ce272d/1?pq-origsite=gscholar&cbl=51908","",114,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,3,1,"… In CSP a master roll is cut into smaller pieces of known widths of constant length. However, … of orthogonal guillotine cutting. The main objective is to minimize waste. Previous literature …","","https://scholar.google.com/scholar?q=related:rTT9A41B2QoJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"P Tangtatswas","Algorithm for the Cutting Stock Problem with Multiple Raws and Limited Number of Cutting Knives",2017,"","rave.ohiolink.edu","https://rave.ohiolink.edu/etdc/view?acc_num=case1486572677758349","",115,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,1,6,"… meet multiple orders with minimal waste/cost. The problem … are then cut to fill the orders, while trying to minimize the total … efficient algorithms to solve the CSPs with the two extensions …","https://etd.ohiolink.edu/apexprod/rws_etd/send_file/send?accession=case1486572677758349&disposition=inline","https://scholar.google.com/scholar?q=related:CvSS1wElZtsJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"I Pikula","Waste Reduction and Cost Estimation Optimization Model for Decision Making Between Outsourced and In-House Production",2019,"","search.proquest.com","https://search.proquest.com/openview/6f06369e40bfe2facae16e9d764d2729/1?pq-origsite=gscholar&cbl=18750&diss=y","",116,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,1,4,"… analysis, will be applied to the cutting stock problem (CSP) to examine the feasibility of … implement cost estimation techniques, we want to minimize waste or scrap as much as possible. …","","https://scholar.google.com/scholar?q=related:FqNQnlbnWKkJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
32,"M Habibi, MA Fazli, A Movaghar","Efficient distribution of requests in federated cloud computing environments utilizing statistical multiplexing",2019,"Future Generation Computer Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167739X18309038","https://scholar.google.com/scholar?cites=9058044527647041329&as_sdt=2005&sciodt=2007&hl=en",117,"2023-05-11 11:55:16","","","","",,,,,32,8.00,11,3,4,"… in the federating CSP (ie the CSP that delegates parts of its … , making this scenario more efficient with less resource waste. … between CSPs in a real world example based on minimizing …","http://sina.sharif.edu/~fazli/papers/fazli-fgcs2018.pdf","https://scholar.google.com/scholar?q=related:MacSnoGjtH0J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
1,"LM Pierini, KC Poldi","Optimization of the cutting process integrated to the lot sizing in multi-plant paper production industries",2023,"Computers &Operations Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305054823000217","https://scholar.google.com/scholar?cites=4830576675496300826&as_sdt=2005&sciodt=2007&hl=en",118,"2023-05-11 11:55:16","","","","",,,,,1,1.00,1,2,1,"… the waste of raw material, the production cost of the cut objects or the storage cost. The CSP … model that aimed to minimize inventory costs and waste in the process of cutting steel bars. …","",""
2,"CA Signorini, SA de Araujo, SC Poltroniere…","One-dimensional multi-period cutting stock problem with two stages applied to lattice slab production",2022,"Journal of the …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/01605682.2022.2085067","https://scholar.google.com/scholar?cites=7381817773165567558&as_sdt=2005&sciodt=2007&hl=en",119,"2023-05-11 11:55:16","","10.1080/01605682.2022.2085067","","",,,,,2,2.00,1,4,1,"… cutting stock problem (CSP) can be a helpful approach to solve arising problems in this sector. The CSP consists of cutting … as minimizing the total waste or minimizing the cost of the cut …","https://www.tandfonline.com/doi/pdf/10.1080/01605682.2022.2085067","https://scholar.google.com/scholar?q=related:Rt4ydid8cWYJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
3,"L Climent, B O'Sullivan, R Wallace","An improved metaheuristic algorithm for maximizing demand satisfaction in the population harvest cutting stock problem",2016,"Proceedings of the International …","ojs.aaai.org","https://ojs.aaai.org/index.php/SOCS/article/view/18397","https://scholar.google.com/scholar?cites=6853405139758083156&as_sdt=2005&sciodt=2007&hl=en",120,"2023-05-11 11:55:16","","","","",,,,,3,0.43,1,3,7,"… In this paper, we deal with a variant of the Cutting Stock Problem CSP … The objective is to minimize the difference between the … However, typically there is waste from the cutting process, …","https://ojs.aaai.org/index.php/SOCS/article/download/18397/18188","https://scholar.google.com/scholar?q=related:VOwd6akvHF8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
28,"S Arulvel, A Elayaperumal…","Controlling adhesive wear failure of nickel-phosphorus coating at high load condition using crab shell particle as reinforcement",2018,"Engineering Failure …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1350630717315261","https://scholar.google.com/scholar?cites=7780150629261629532&as_sdt=2005&sciodt=2007&hl=en",121,"2023-05-11 11:55:16","","","","",,,,,28,5.60,9,3,5,"… A cross section image was taken using the following procedure: coated samples were cut … -sticking properties of CSP disperse in the NiP matrix minimize the material removal from …","","https://scholar.google.com/scholar?q=related:XNgrvMal-GsJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
1,"D Wu, C Yan","Balanced approach for the two-dimensional rectangular guillotine cutting stock problem with setup cost",2018,"IOP Conference Series: Materials Science and …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1757-899X/452/2/022087/meta","https://scholar.google.com/scholar?cites=4901667169164399686&as_sdt=2005&sciodt=2007&hl=en",122,"2023-05-11 11:55:16","","10.1088/1757-899X/452/2/022087","","",,,,,1,0.20,1,2,5,"… To our knowledge, there are mainly three categories of solution methods for CSP-S, CSP-… formulation for minimizing the amount of waste and the number of different cutting patterns. He …","https://iopscience.iop.org/article/10.1088/1757-899X/452/2/022087/pdf","https://scholar.google.com/scholar?q=related:RhQ9-VE4BkQJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"E Hong, JS Yi, JW Son, MY Hong…","Improving the Efficiency of Rebar Manufacturing Works for Simultaneous Multiple Projects Using Discrete Event Simulation",2022,"… Research Congress 2022","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/9780784483978.046","",123,"2023-05-11 11:55:16","","10.1061/9780784483978.046","","",,,,,0,0.00,0,5,1,"… ) model were developed to solve the one-dimensional CSP. … Minimizing cutting wastes of reinforcing steel bars through … Minimizing cutting wastes of reinforcement steel bars using …","","https://scholar.google.com/scholar?q=related:qDtfEZtmsW8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"N Ma, X Bai, X Dong","Hybrid heuristic for the production replanning problem under varying demands in manufacturing industries",2023,"Engineering Optimization","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/0305215X.2021.2002315","https://scholar.google.com/scholar?cites=234087288481270239&as_sdt=2005&sciodt=2007&hl=en",124,"2023-05-11 11:55:16","","10.1080/0305215X.2021.2002315","","",,,,,2,2.00,1,3,1,"… This section first reviews CSPS, and then presents the … Optimized cutting plans are generated to minimize the total … Integrated cutting plans can decrease waste costs by recombining …","","https://scholar.google.com/scholar?q=related:30lcDCalPwMJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"JM Alshemmare, B Ali","TRIM LOSS OPTIMISATION FOR CONSTRUCTION REBAR STEEL: DEVELOPMENT OF DECISION SUPPORT SYSTEM",2021,"Academy of Strategic Management …","search.proquest.com","https://search.proquest.com/openview/e6816c75e75e6c5cb6fe8ac3ead8882c/1?pq-origsite=gscholar&cbl=38745","",125,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,2,2,"… The TLP can be analysed in the class of CSP. In this research, the TLP is addressed by … Minimizing cutting wastes of reinforcement steel bars using genetic algorithms and integer …","","https://scholar.google.com/scholar?q=related:Rinf2l2llvIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"S Sahoo, AB Sahoo, J Priyadarshee…","Influence of coconut shell powder on physico‐mechanical, thermal, and morphological properties of polyvinyl chloride recovered from waste rigid pipes",2021,"Polymer …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/pc.26322?casa_token=mUdDPjOO8uYAAAAA:5JIslR-t7LVwj41oBQiztCDT6VKHxkQEr0cC6vaQGDBNa0fccuwPx0m66-v_mCWSI-A4S9qhOmH73mnW","",126,"2023-05-11 11:55:16","","10.1002/pc.26322","","",,,,,0,0.00,0,4,2,"… Hence, in this paper, the effective study of CSP and ESO on … The impact test for v-notch cut samples of 2.54 mm depth and … -coated before analyzed to minimize the material charging …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/pc.26322?casa_token=qiyFMRXEI_UAAAAA:uoBIAFDFKVyie6orUoW2m0ypsZYTDfoRyKFDsPuEg7IndsNfi_tyuBhJDiXxJBZHQgVaAsWyssvFT2ct","https://scholar.google.com/scholar?q=related:WreZ2omF760J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"O Sanni, J Ren, TC Jen","A Green and Sustainable Approach for Carbon Steel Acidic Corrosion Inhibition Using Agricultural Waste: Experimental and Theoretical Studies",2022,"ASME …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2022/V003T03A020/1156894","",127,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,3,1,"… Therefore, the inhibitive effect of coconut shell waste extract (csp) on carbon steel in one … wastes without negative impact on the environment and to minimize the corrosion problem. …","https://ujcontent.uj.ac.za/esploro/fulltext/journalArticle/A-GREEN-AND-SUSTAINABLE-APPROACH-FOR/9917206907691?repId=127028400007691&mId=137028390007691&institution=27UOJ_INST",""
0,"AA Khan, U Sultan, RP Rudra, F Ehsan…","Structural analysis of cotton stalk Puller and Shredder Machine",2023,"Alexandria Engineering …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1110016822005890","",128,"2023-05-11 11:55:16","HTML","","","",,,,,0,0.00,0,5,1,"… and researchers more focusing on, to minimize the post-pandemic effects on economy, … machine (CSPS) to cut the crop leftovers, soil conditioning (shredding the plant waste into soil) …","https://www.sciencedirect.com/science/article/pii/S1110016822005890","https://scholar.google.com/scholar?q=related:rmDSrtLg6W8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"EBB Nicart","OPTIMIZATION OF REINFORCED STEEL BAR ESTIMATES THROUGH MODIFIED BIN PACKING AND CUTTING STOCK ALGORITHM FOR COMPUTER …",,"academia.edu","","https://www.academia.edu/download/37297399/Optimization_of_Reinforced_Steel_Final.pdf","",129,"2023-05-11 11:55:16","PDF","","","",,,,,0,0.00,0,1,,"… waste therefore minimizing the cost and steel wastage. This paper evaluated and identified weaknesses of existing bin packing and cutting … -dimensional cutting stock problem (1D-CSP)…","https://www.academia.edu/download/37297399/Optimization_of_Reinforced_Steel_Final.pdf","https://scholar.google.com/scholar?q=related:qw8VWEN91wgJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
1,"R Vishwakarma, PL Powar","An efficient mathematical model for solving one-dimensional cutting stock problem using sustainable trim",2021,"Advances in Industrial and Manufacturing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666912921000167","https://scholar.google.com/scholar?cites=9057827293494037243&as_sdt=2005&sciodt=2007&hl=en",130,"2023-05-11 11:55:16","HTML","","","",,,,,1,0.50,1,2,2,"… wastage should be minimum. In this study, we present an effective model for solving one-dimensional cutting stock problem (1D-CSP… of available stock lengths for minimizing the waste. …","https://www.sciencedirect.com/science/article/pii/S2666912921000167","https://scholar.google.com/scholar?q=related:-8qM2e7ds30J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
20,"EC Okonkwo, I Wole-Osho, O Bamisile, M Abid…","Grid integration of renewable energy in Qatar: Potentials and limitations",2021,"Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0360544221015589","https://scholar.google.com/scholar?cites=17567893676589043331&as_sdt=2005&sciodt=2007&hl=en",131,"2023-05-11 11:55:16","HTML","","","",,,,,20,10.00,4,5,2,"… [22] Heating, cooling, and electricity Southern Iran PV and CSP Minimize Total annual costs … of organic waste from incineration. Together with an installed capacity of 4050 MW CSP with …","https://www.sciencedirect.com/science/article/pii/S0360544221015589","https://scholar.google.com/scholar?q=related:g87rXDiyzfMJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
12,"M Nujid, J Idrus, DA Tholibon, NF Bawadi…","Bearing capacity of soft marine soil stabilization with Cockel Shell Powder (CSP)",2020,"… of Engineering and …","researchgate.net","https://www.researchgate.net/profile/Ali-Akbar-Firoozi/publication/340575098_Bearing_Capacity_of_Soft_Marine_Soil_Stabilization_with_Cockel_Shell_Powder_CSP/links/5e91991292851c2f5294ce51/Bearing-Capacity-of-Soft-Marine-Soil-Stabilization-with-Cockel-Shell-Powder-CSP.pdf","https://scholar.google.com/scholar?cites=8505350306706452144&as_sdt=2005&sciodt=2007&hl=en",132,"2023-05-11 11:55:16","PDF","","","",,,,,12,4.00,2,5,3,"… waste [1] and others (eg municipal solid waste incinerator ash [28]. This study is focused on the natural seashell wastes … natural stabilizer it is can minimize the use of chemical additives …","https://www.researchgate.net/profile/Ali-Akbar-Firoozi/publication/340575098_Bearing_Capacity_of_Soft_Marine_Soil_Stabilization_with_Cockel_Shell_Powder_CSP/links/5e91991292851c2f5294ce51/Bearing-Capacity-of-Soft-Marine-Soil-Stabilization-with-Cockel-Shell-Powder-CSP.pdf","https://scholar.google.com/scholar?q=related:sG5_aQoTCXYJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
